Time	keytime	target	cameray	heady	camerax	headx	cameraz	headz	
26.004	7.568958	-2	0	0	0	0	0	0	
26.016	7.581608	-2	0	0	0	0	0	0	
26.042	7.607358	-2	0	0	0	0	0	0	
26.056	7.62156	-2	0	0	0	0	0	0	
26.068	7.633444	-2	0	0	0	0	0	0	
26.082	7.646967	-2	0	0	0	0	0	0	
26.097	7.661507	-2	0	0	0	0	0	0	
26.107	7.672239	-2	0	0	0	0	0	0	
26.124	7.68827	-2	0	0	0	0	0	0	
26.135	7.699915	-2	0	0	0	0	0	0	
26.148	7.713568	-2	0	0	0	0	0	0	
26.163	7.72819	-2	0	0	0	0	0	0	
26.175	7.739985	-2	0	0	0	0	0	0	
26.188	7.753377	-2	0	0	0	0	0	0	
26.203	7.767593	-2	0	0	0	0	0	0	
26.214	7.779555	-2	0	0	0	0	0	0	
26.230	7.794585	-2	0	0	0	0	0	0	
26.242	7.807023	-2	0	0	0	0	0	0	
26.255	7.820543	-2	0	0	0	0	0	0	
26.268	7.833644	-2	0	0	0	0	0	0	
26.283	7.846854	-2	0	0	0	0	0	0	
26.296	7.860477	-2	0	0	0	0	0	0	
26.308	7.872642	-2	0	0	0	0	0	0	
26.322	7.886999	-2	0	0	0	0	0	0	
26.336	7.900825	-2	0	0	0	0	0	0	
26.350	7.914438	-2	0	0	0	0	0	0	
26.364	7.929271	-2	0	0	0	0	0	0	
26.375	7.939703	-2	0	0	0	0	0	0	
26.388	7.953472	-2	0	0	0	0	0	0	
26.402	7.967525	-2	0	0	0	0	0	0	
26.417	7.982085	-2	0	0	0	0	0	0	
26.429	7.994205	-2	0	0	0	0	0	0	
26.441	8.006308	-2	0	0	0	0	0	0	
26.456	8.021246	-2	0	0	0	0	0	0	
26.472	8.036903	-2	0	0	0	0	0	0	
26.483	8.048237	-2	0	0	0	0	0	0	
26.496	8.060357	-2	0	0	0	0	0	0	
26.509	8.073817	-2	0	0	0	0	0	0	
26.524	8.088409	-2	0	0	0	0	0	0	
26.535	8.099535	-2	0	0	0	0	0	0	
26.549	8.114141	-2	0	0	0	0	0	0	
26.562	8.126992	-2	0	0	0	0	0	0	
26.574	8.139046	-2	0	0	0	0	0	0	
26.589	8.154391	-2	0	0	0	0	0	0	
26.602	8.166642	-2	0	0	0	0	0	0	
26.615	8.180452	-2	0	0	0	0	0	0	
26.629	8.194168	-2	0	0	0	0	0	0	
26.642	8.206396	-2	0	0	0	0	0	0	
26.656	8.221458	-2	0	0	0	0	0	0	
26.669	8.233727	-2	0	0	0	0	0	0	
26.682	8.247038	-2	0	0	0	0	0	0	
26.696	8.26085	-2	0	0	0	0	0	0	
26.710	8.275065	-2	0	0	0	0	0	0	
26.723	8.288056	-2	0	0	0	0	0	0	
26.736	8.300495	-2	0	0	0	0	0	0	
26.762	8.326999	-2	0	0	0	0	0	0	
